DSID,gq_scaled,gqd_scaled,mass,width,branching_ratio,cross_section
101914,0.005,0.06,1200,1.284e-01,0.8907194,3.084
101915,0.005,0.06,1500,1.608e-01,0.8900687,1.13
101916,0.005,0.06,1800,1.931e-01,0.8897113,0.4684
101917,0.005,0.06,2200,2.361e-01,0.8894410,0.1642
101918,0.005,0.06,2600,2.791e-01,0.8892848,0.06326999999999999
101919,0.005,0.06,3000,3.221e-01,0.8891866,0.02599
101920,0.005,0.06,3500,3.758e-01,0.8891078,0.009039
101921,0.005,0.065,600,0.07342,0.9097735,49.44
101922,0.005,0.065,800,0.09845,0.9072764,16.59
101923,0.005,0.065,1000,1.234e-01,0.9060437,6.763
101924,0.005,0.065,1200,1.483e-01,0.9053552,3.134
101925,0.005,0.065,1500,1.856e-01,0.9047823,1.1480000000000001
101926,0.005,0.065,1800,2.229e-01,0.9044676,0.47609999999999997
101927,0.005,0.065,2200,2.725e-01,0.9042296,0.1669
101928,0.005,0.065,2600,3.222e-01,0.9040920,0.06433
101929,0.005,0.065,3000,3.718e-01,0.9040055,0.026420000000000003
101930,0.005,0.065,3500,4.339e-01,0.9039361,0.00919
101931,0.005,0.07,600,0.08409,0.9212236,50.059999999999995
101932,0.005,0.07,800,0.11272,0.9190151,16.81
101933,0.005,0.07,1000,1.413e-01,0.9179244,6.851999999999999
101934,0.005,0.07,1200,1.697e-01,0.9173150,3.176
101935,0.005,0.07,1500,2.124e-01,0.9168078,1.164
101936,0.005,0.07,1800,2.551e-01,0.9165292,0.48250000000000004
101937,0.005,0.07,2200,3.119e-01,0.9163184,0.1691
101938,0.005,0.07,2600,3.687e-01,0.9161966,0.06520000000000001
101939,0.005,0.07,3000,4.255e-01,0.9161200,0.026779999999999998
101940,0.005,0.07,3500,4.965e-01,0.9160586,0.009314
101941,0.005,0.075,600,0.09555,0.9306731,50.57
101942,0.005,0.075,800,0.12805,0.9287090,16.990000000000002
101943,0.005,0.075,1000,1.604e-01,0.9277386,6.925
101944,0.005,0.075,1200,1.928e-01,0.9271963,3.21
101945,0.005,0.075,1500,2.412e-01,0.9267449,1.1760000000000002
101946,0.005,0.075,1800,2.897e-01,0.9264969,0.4877
101947,0.005,0.075,2200,3.542e-01,0.9263092,0.1709
101948,0.005,0.075,2600,4.187e-01,0.9262008,0.06591
101949,0.005,0.075,3000,4.832e-01,0.9261326,0.02707
101950,0.005,0.075,3500,5.638e-01,0.9260779,0.009415999999999999
101951,0.005,0.08,600,0.10781,0.9385523,51.0
101952,0.005,0.08,800,0.14443,0.9367963,17.13
101953,0.005,0.08,1000,1.810e-01,0.9359283,6.986
101954,0.005,0.08,1200,2.174e-01,0.9354432,3.238
101955,0.005,0.08,1500,2.720e-01,0.9350394,1.187
101956,0.005,0.08,1800,3.266e-01,0.9348175,0.49210000000000004
101957,0.005,0.08,2200,3.994e-01,0.9346496,0.1725
101958,0.005,0.08,2600,4.721e-01,0.9345526,0.06649
101959,0.005,0.08,3000,5.449e-01,0.9344915,0.02731
101960,0.005,0.08,3500,6.357e-01,0.9344426,0.009502
101961,0.005,0.085,600,0.12085,0.9451842,51.36
101962,0.005,0.085,800,0.16187,0.9436063,17.26
101963,0.005,0.085,1000,2.028e-01,0.9428262,7.038
101964,0.005,0.085,1200,2.436e-01,0.9423901,3.262
101965,0.005,0.085,1500,3.048e-01,0.9420270,1.1960000000000002
101966,0.005,0.085,1800,3.660e-01,0.9418275,0.49579999999999996
101967,0.005,0.085,2200,4.475e-01,0.9416765,0.1738
101968,0.005,0.085,2600,5.290e-01,0.9415893,0.06699000000000001
101969,0.005,0.085,3000,6.105e-01,0.9415344,0.02752
101970,0.005,0.085,3500,7.123e-01,0.9414904,0.009575
101971,0.005,0.09,600,0.13468,0.9508144,51.67
101972,0.005,0.09,800,0.18037,0.9493899,17.36
101973,0.005,0.09,1000,2.259e-01,0.9486854,7.0809999999999995
101974,0.005,0.09,1200,2.714e-01,0.9482916,3.2830000000000004
101975,0.005,0.09,1500,3.396e-01,0.9479636,1.203
101976,0.005,0.09,1800,4.078e-01,0.9477834,0.4989
101977,0.005,0.09,2200,4.986e-01,0.9476470,0.1749
101978,0.005,0.09,2600,5.893e-01,0.9475682,0.06742000000000001
101979,0.005,0.09,3000,6.801e-01,0.9475187,0.0277
101980,0.005,0.09,3500,7.935e-01,0.9474789,0.009637
101981,0.005,0.095,600,0.14931,0.9556319,51.93
101982,0.005,0.095,800,0.19993,0.9543403,17.45
101983,0.005,0.095,1000,2.504e-01,0.9537013,7.119
101984,0.005,0.095,1200,3.008e-01,0.9533441,3.3000000000000003
101985,0.005,0.095,1500,3.764e-01,0.9530466,1.21
101986,0.005,0.095,1800,4.519e-01,0.9528831,0.5016
101987,0.005,0.095,2200,5.525e-01,0.9527594,0.1758
101988,0.005,0.095,2600,6.531e-01,0.9526879,0.06778
101989,0.005,0.095,3000,7.537e-01,0.9526429,0.02785
101990,0.005,0.095,3500,8.794e-01,0.9526068,0.009704
101991,0.005,0.1,600,0.16472,0.9597838,52.15
101992,0.005,0.1,800,0.22054,0.9586078,17.53
101993,0.005,0.1,1000,2.762e-01,0.9580260,7.151
101994,0.005,0.1,1200,3.318e-01,0.9577006,3.315
101995,0.005,0.1,1500,4.151e-01,0.9574297,1.215
101996,0.005,0.1,1800,4.984e-01,0.9572807,0.5038999999999999
101997,0.005,0.1,2200,6.094e-01,0.9571681,0.1766
101998,0.005,0.1,2600,7.203e-01,0.9571029,0.0681
101999,0.005,0.1,3000,8.313e-01,0.9570620,0.02798
102000,0.005,0.1,3500,9.699e-01,0.9570291,0.009749
102001,0.0055,0.005,600,0.00841,0.0469920,3.09
102002,0.0055,0.005,800,0.01157,0.0456645,1.011
102003,0.0055,0.005,1000,1.469e-02,0.0450339,0.40750000000000003
102004,0.0055,0.005,1200,1.778e-02,0.0446884,0.1872
102005,0.0055,0.005,1500,2.238e-02,0.0444046,0.06821
102006,0.0055,0.005,1800,2.696e-02,0.0442501,0.0282
102007,0.0055,0.005,2200,3.304e-02,0.0441339,0.009857
102008,0.0055,0.005,2600,3.911e-02,0.0440670,0.003794
102009,0.0055,0.005,3000,4.518e-02,0.0440250,0.001557
102010,0.0055,0.005,3500,5.275e-02,0.0439913,0.0005411
102011,0.0055,0.01,600,0.00960,0.1647431,10.83
102012,0.0055,0.01,800,0.01316,0.1606498,3.556
102013,0.0055,0.01,1000,1.667e-02,0.1586955,1.4360000000000002
102014,0.0055,0.01,1200,2.016e-02,0.1576221,0.6604
102015,0.0055,0.01,1500,2.536e-02,0.1567388,0.24069999999999997
102016,0.0055,0.01,1800,3.053e-02,0.1562573,0.09958
102017,0.0055,0.01,2200,3.741e-02,0.1558948,0.03482
102018,0.0055,0.01,2600,4.428e-02,0.1556861,0.013399999999999999
102019,0.0055,0.01,3000,5.114e-02,0.1555550,0.005502
102020,0.0055,0.01,3500,5.971e-02,0.1554500,0.001912
102021,0.0055,0.015,600,0.01157,0.3073747,20.21
102022,0.0055,0.015,800,0.01580,0.3010147,6.663
102023,0.0055,0.015,1000,1.998e-02,0.2979588,2.696
102024,0.0055,0.015,1200,2.413e-02,0.2962753,1.241
102025,0.0055,0.015,1500,3.033e-02,0.2948871,0.45289999999999997
102026,0.0055,0.015,1800,3.650e-02,0.2941291,0.1874
102027,0.0055,0.015,2200,4.471e-02,0.2935581,0.06556
102028,0.0055,0.015,2600,5.290e-02,0.2932291,0.02525
102029,0.0055,0.015,3000,6.109e-02,0.2930224,0.01036
102030,0.0055,0.015,3500,7.131e-02,0.2928568,0.003602
102031,0.0055,0.02,600,0.01434,0.4410116,29.0
102032,0.0055,0.02,800,0.01950,0.4336176,9.598
102033,0.0055,0.02,1000,2.461e-02,0.4300439,3.8920000000000003
102034,0.0055,0.02,1200,2.969e-02,0.4280690,1.793
102035,0.0055,0.02,1500,3.728e-02,0.4264374,0.655
102036,0.0055,0.02,1800,4.485e-02,0.4255454,0.2712
102037,0.0055,0.02,2200,5.491e-02,0.4248728,0.09489
102038,0.0055,0.02,2600,6.497e-02,0.4244850,0.03655
102039,0.0055,0.02,3000,7.501e-02,0.4242414,0.01501
102040,0.0055,0.02,3500,8.756e-02,0.4240461,0.005216
102041,0.0055,0.025,600,0.01790,0.5521174,36.31
102042,0.0055,0.025,800,0.02426,0.5446757,12.06
102043,0.0055,0.025,1000,3.057e-02,0.5410610,4.896
102044,0.0055,0.025,1200,3.684e-02,0.5390586,2.258
102045,0.0055,0.025,1500,4.623e-02,0.5374014,0.8253999999999999
102046,0.0055,0.025,1800,5.558e-02,0.5364944,0.34190000000000004
102047,0.0055,0.025,2200,6.804e-02,0.5358100,0.11969999999999999
102048,0.0055,0.025,2600,8.048e-02,0.5354152,0.0461
102049,0.0055,0.025,3000,9.291e-02,0.5351671,0.018930000000000002
102050,0.0055,0.025,3500,1.084e-01,0.5349682,0.00658
102051,0.0055,0.03,600,0.02224,0.6396563,42.06
102052,0.0055,0.03,800,0.03007,0.6327015,14.0
102053,0.0055,0.03,1000,3.784e-02,0.6293100,5.694999999999999
102054,0.0055,0.03,1200,4.558e-02,0.6274275,2.629
102055,0.0055,0.03,1500,5.716e-02,0.6258675,0.9613
102056,0.0055,0.03,1800,6.870e-02,0.6250130,0.3983
102057,0.0055,0.03,2200,8.408e-02,0.6243677,0.1394
102058,0.0055,0.03,2600,9.944e-02,0.6239954,0.053720000000000004
102059,0.0055,0.03,3000,1.148e-01,0.6237614,0.02206
102060,0.0055,0.03,3500,1.340e-01,0.6235737,0.007670000000000001
102061,0.0055,0.035,600,0.02738,0.7072726,46.51
102062,0.0055,0.035,800,0.03694,0.7010127,15.520000000000001
102063,0.0055,0.035,1000,4.644e-02,0.6979509,6.316
102064,0.0055,0.035,1200,5.591e-02,0.6962487,2.9170000000000003
102065,0.0055,0.035,1500,7.007e-02,0.6948367,1.067
102066,0.0055,0.035,1800,8.421e-02,0.6940627,0.44229999999999997
102067,0.0055,0.035,2200,1.030e-01,0.6934781,0.15489999999999998
102068,0.0055,0.035,2600,1.218e-01,0.6931406,0.059680000000000004
102069,0.0055,0.035,3000,1.406e-01,0.6929284,0.02451
102070,0.0055,0.035,3500,1.641e-01,0.6927582,0.008521
102071,0.0055,0.04,600,0.03331,0.7593715,49.93
102072,0.0055,0.04,800,0.04487,0.7538380,16.69
102073,0.0055,0.04,1000,5.637e-02,0.7511251,6.797000000000001
102074,0.0055,0.04,1200,6.783e-02,0.7496151,3.14
102075,0.0055,0.04,1500,8.498e-02,0.7483615,1.149
102076,0.0055,0.04,1800,1.021e-01,0.7476740,0.4764
102077,0.0055,0.04,2200,1.249e-01,0.7471544,0.1668
102078,0.0055,0.04,2600,1.477e-01,0.7468545,0.0643
102079,0.0055,0.04,3000,1.705e-01,0.7466659,0.02641
102080,0.0055,0.04,3500,1.989e-01,0.7465146,0.009182000000000001
102081,0.0055,0.045,600,0.04003,0.7997613,52.59
102082,0.0055,0.045,800,0.05386,0.7949058,17.59
102083,0.0055,0.045,1000,6.761e-02,0.7925209,7.1579999999999995
102084,0.0055,0.045,1200,8.133e-02,0.7911922,3.314
102085,0.0055,0.045,1500,1.019e-01,0.7900885,1.213
102086,0.0055,0.045,1800,1.224e-01,0.7894829,0.5031
102087,0.0055,0.045,2200,1.497e-01,0.7890251,0.1762
102088,0.0055,0.045,2600,1.770e-01,0.7887608,0.06791
102089,0.0055,0.045,3000,2.043e-01,0.7885946,0.02789
102090,0.0055,0.045,3500,2.384e-01,0.7884612,0.009698
102091,0.0055,0.05,600,0.04754,0.8313919,54.669999999999995
102092,0.0055,0.05,800,0.06390,0.8271376,18.31
102093,0.0055,0.05,1000,8.018e-02,0.8250450,7.452
102094,0.0055,0.05,1200,9.643e-02,0.8238783,3.451
102095,0.0055,0.05,1500,1.207e-01,0.8229087,1.264
102096,0.0055,0.05,1800,1.450e-01,0.8223765,0.5238999999999999
102097,0.0055,0.05,2200,1.774e-01,0.8219741,0.1835
102098,0.0055,0.05,2600,2.097e-01,0.8217418,0.07075
102099,0.0055,0.05,3000,2.421e-01,0.8215956,0.02906
102100,0.0055,0.05,3500,2.825e-01,0.8214784,0.0101
102101,0.0055,0.055,600,0.05584,0.8564539,56.32
102102,0.0055,0.055,800,0.07500,0.8527200,18.87
102103,0.0055,0.055,1000,9.408e-02,0.8508813,7.6850000000000005
102104,0.0055,0.055,1200,1.131e-01,0.8498555,3.5599999999999996
102105,0.0055,0.055,1500,1.416e-01,0.8490027,1.3039999999999998
102106,0.0055,0.055,1800,1.701e-01,0.8485345,0.5405
102107,0.0055,0.055,2200,2.080e-01,0.8481804,0.18939999999999999
102108,0.0055,0.055,2600,2.459e-01,0.8479759,0.07300000000000001
102109,0.0055,0.055,3000,2.838e-01,0.8478473,0.02999
102110,0.0055,0.055,3500,3.312e-01,0.8477441,0.01043
102111,0.0055,0.06,600,0.06493,0.8765511,57.63999999999999
102112,0.0055,0.06,800,0.08715,0.8732625,19.33
102113,0.0055,0.06,1000,1.093e-01,0.8716417,7.873000000000001
102114,0.0055,0.06,1200,1.314e-01,0.8707370,3.648
102115,0.0055,0.06,1500,1.645e-01,0.8699846,1.336
102116,0.0055,0.06,1800,1.975e-01,0.8695715,0.5539
102117,0.0055,0.06,2200,2.416e-01,0.8692590,0.1941
102118,0.0055,0.06,2600,2.856e-01,0.8690786,0.07482
102119,0.0055,0.06,3000,3.296e-01,0.8689650,0.030729999999999997
102120,0.0055,0.06,3500,3.846e-01,0.8688740,0.01069
102121,0.0055,0.065,600,0.07481,0.8928561,58.71
102122,0.0055,0.065,800,0.10037,0.8899474,19.700000000000003
102123,0.0055,0.065,1000,1.258e-01,0.8885126,8.025
102124,0.0055,0.065,1200,1.512e-01,0.8877116,3.719
102125,0.0055,0.065,1500,1.893e-01,0.8870452,1.362
102126,0.0055,0.065,1800,2.273e-01,0.8866792,0.5648
102127,0.0055,0.065,2200,2.780e-01,0.8864024,0.1979
102128,0.0055,0.065,2600,3.287e-01,0.8862425,0.0763
102129,0.0055,0.065,3000,3.793e-01,0.8861419,0.03134
102130,0.0055,0.065,3500,4.426e-01,0.8860612,0.0109
102131,0.0055,0.07,600,0.08548,0.9062317,59.589999999999996
102132,0.0055,0.07,800,0.11464,0.9036469,20.0
102133,0.0055,0.07,1000,1.437e-01,0.9023712,8.15
102134,0.0055,0.07,1200,1.727e-01,0.9016587,3.777
102135,0.0055,0.07,1500,2.161e-01,0.9010659,1.384
102136,0.0055,0.07,1800,2.595e-01,0.9007402,0.5738
102137,0.0055,0.07,2200,3.174e-01,0.9004939,0.2011
102138,0.0055,0.07,2600,3.752e-01,0.9003516,0.07752999999999999
102139,0.0055,0.07,3000,4.330e-01,0.9002621,0.03184
102140,0.0055,0.07,3500,5.053e-01,0.9001903,0.011080000000000001
102141,0.0055,0.075,600,0.09694,0.9173182,60.309999999999995
102142,0.0055,0.075,800,0.12996,0.9150103,20.25
102143,0.0055,0.075,1000,1.629e-01,0.9138707,8.254
102144,0.0055,0.075,1200,1.957e-01,0.9132340,3.8260000000000005
102145,0.0055,0.075,1500,2.450e-01,0.9127043,1.4020000000000001
102146,0.0055,0.075,1800,2.941e-01,0.9124132,0.5812
102147,0.0055,0.075,2200,3.597e-01,0.9121930,0.2037
102148,0.0055,0.075,2600,4.252e-01,0.9120658,0.07854
102149,0.0055,0.075,3000,4.907e-01,0.9119858,0.03225
102150,0.0055,0.075,3500,5.726e-01,0.9119216,0.01122
102151,0.0055,0.08,600,0.10920,0.9265954,60.92
102152,0.0055,0.08,800,0.14635,0.9245253,20.46
102153,0.0055,0.08,1000,1.834e-01,0.9235026,8.341000000000001
102154,0.0055,0.08,1200,2.204e-01,0.9229311,3.866
102155,0.0055,0.08,1500,2.758e-01,0.9224555,1.417
102156,0.0055,0.08,1800,3.311e-01,0.9221942,0.5874
102157,0.0055,0.08,2200,4.049e-01,0.9219965,0.2059
102158,0.0055,0.08,2600,4.786e-01,0.9218823,0.07936
102159,0.0055,0.08,3000,5.523e-01,0.9218104,0.032600000000000004
102160,0.0055,0.08,3500,6.445e-01,0.9217527,0.01134
102161,0.0055,0.085,600,0.12224,0.9344277,61.44
102162,0.0055,0.085,800,0.16379,0.9325623,20.64
102163,0.0055,0.085,1000,2.052e-01,0.9316405,8.414
102164,0.0055,0.085,1200,2.466e-01,0.9311252,3.9
102165,0.0055,0.085,1500,3.086e-01,0.9306964,1.429
102166,0.0055,0.085,1800,3.705e-01,0.9304608,0.5927
102167,0.0055,0.085,2200,4.530e-01,0.9302825,0.2077
102168,0.0055,0.085,2600,5.355e-01,0.9301795,0.08008
102169,0.0055,0.085,3000,6.180e-01,0.9301147,0.0329
102170,0.0055,0.085,3500,7.211e-01,0.9300627,0.01145
102171,0.0055,0.09,600,0.13607,0.9410939,61.879999999999995
102172,0.0055,0.09,800,0.18229,0.9394058,20.79
102173,0.0055,0.09,1000,2.284e-01,0.9385714,8.477
102174,0.0055,0.09,1200,2.744e-01,0.9381049,3.929
102175,0.0055,0.09,1500,3.433e-01,0.9377166,1.44
102176,0.0055,0.09,1800,4.122e-01,0.9375033,0.5971
102177,0.0055,0.09,2200,5.040e-01,0.9373418,0.2093
102178,0.0055,0.09,2600,5.958e-01,0.9372485,0.08069
102179,0.0055,0.09,3000,6.876e-01,0.9371898,0.03315
102180,0.0055,0.09,3500,8.023e-01,0.9371427,0.01153
102181,0.0055,0.095,600,0.15070,0.9468102,62.24999999999999
102182,0.0055,0.095,800,0.20184,0.9452764,20.919999999999998
102183,0.0055,0.095,1000,2.528e-01,0.9445180,8.531
102184,0.0055,0.095,1200,3.038e-01,0.9440941,3.9539999999999997
102185,0.0055,0.095,1500,3.801e-01,0.9437411,1.4500000000000002
102186,0.0055,0.095,1800,4.564e-01,0.9435471,0.6010000000000001
102187,0.0055,0.095,2200,5.580e-01,0.9434003,0.21059999999999998
102188,0.0055,0.095,2600,6.596e-01,0.9433155,0.08120999999999999
102189,0.0055,0.095,3000,7.612e-01,0.9432622,0.033370000000000004
102190,0.0055,0.095,3500,8.882e-01,0.9432194,0.01163
102191,0.0055,0.1,600,0.16611,0.9517460,62.57000000000001
102192,0.0055,0.1,800,0.22246,0.9503470,21.03
102193,0.0055,0.1,1000,2.787e-01,0.9496552,8.577
102194,0.0055,0.1,1200,3.348e-01,0.9492684,3.9759999999999995
102195,0.0055,0.1,1500,4.188e-01,0.9489463,1.457
102196,0.0055,0.1,1800,5.029e-01,0.9487693,0.6043
102197,0.0055,0.1,2200,6.149e-01,0.9486354,0.21180000000000002
102198,0.0055,0.1,2600,7.268e-01,0.9485580,0.08166000000000001
102199,0.0055,0.1,3000,8.388e-01,0.9485093,0.03356
102200,0.0055,0.1,3500,9.787e-01,0.9484702,0.01169
102201,0.006,0.005,600,0.00993,0.0397849,3.1140000000000003
102202,0.006,0.005,800,0.01367,0.0386527,1.018
102203,0.006,0.005,1000,1.736e-02,0.0381151,0.4105
102204,0.006,0.005,1200,2.101e-02,0.0378207,0.18860000000000002
102205,0.006,0.005,1500,2.644e-02,0.0375788,0.06869
102206,0.006,0.005,1800,3.185e-02,0.0374471,0.028399999999999998
102207,0.006,0.005,2200,3.904e-02,0.0373480,0.009926
102208,0.006,0.005,2600,4.622e-02,0.0372910,0.0038209999999999997
102209,0.006,0.005,3000,5.339e-02,0.0372552,0.001568
102210,0.006,0.005,3500,6.234e-02,0.0372265,0.0005449
102211,0.006,0.01,600,0.01112,0.1421710,11.13
102212,0.006,0.01,800,0.01526,0.1385455,3.6500000000000004
102213,0.006,0.01,1000,1.934e-02,0.1368162,1.474
102214,0.006,0.01,1200,2.339e-02,0.1358669,0.6774
102215,0.006,0.01,1500,2.942e-02,0.1350860,0.2469
102216,0.006,0.01,1800,3.543e-02,0.1346604,0.1021
102217,0.006,0.01,2200,4.342e-02,0.1343400,0.03571
102218,0.006,0.01,2600,5.139e-02,0.1341555,0.01375
102219,0.006,0.01,3000,5.935e-02,0.1340397,0.005642
102220,0.006,0.01,3500,6.930e-02,0.1339469,0.001961
102221,0.006,0.015,600,0.01310,0.2716150,21.259999999999998
102222,0.006,0.015,800,0.01790,0.2657110,6.9990000000000006
102223,0.006,0.015,1000,2.265e-02,0.2628788,2.831
102224,0.006,0.015,1200,2.736e-02,0.2613197,1.3030000000000002
102225,0.006,0.015,1500,3.439e-02,0.2600346,0.4753
102226,0.006,0.015,1800,4.139e-02,0.2593334,0.1967
102227,0.006,0.015,2200,5.071e-02,0.2588051,0.06878999999999999
102228,0.006,0.015,2600,6.001e-02,0.2585008,0.02649
102229,0.006,0.015,3000,6.930e-02,0.2583096,0.010870000000000001
102230,0.006,0.015,3500,8.090e-02,0.2581565,0.0037790000000000002
102231,0.006,0.02,600,0.01586,0.3986533,31.2
102232,0.006,0.02,800,0.02160,0.3914719,10.309999999999999
102233,0.006,0.02,1000,2.728e-02,0.3880075,4.178
102234,0.006,0.02,1200,3.292e-02,0.3860951,1.9250000000000003
102235,0.006,0.02,1500,4.135e-02,0.3845158,0.7029
102236,0.006,0.02,1800,4.974e-02,0.3836528,0.2909
102237,0.006,0.02,2200,6.092e-02,0.3830024,0.1018
102238,0.006,0.02,2600,7.207e-02,0.3826273,0.03921
102239,0.006,0.02,3000,8.322e-02,0.3823918,0.0161
102240,0.006,0.02,3500,9.714e-02,0.3822030,0.005595
102241,0.006,0.025,600,0.01942,0.5088008,39.82
102242,0.006,0.025,800,0.02636,0.5012895,13.200000000000001
102243,0.006,0.025,1000,3.323e-02,0.4976480,5.359
102244,0.006,0.025,1200,4.007e-02,0.4956327,2.471
102245,0.006,0.025,1500,5.029e-02,0.4939660,0.9028999999999999
102246,0.006,0.025,1800,6.048e-02,0.4930542,0.37389999999999995
102247,0.006,0.025,2200,7.404e-02,0.4923663,0.1309
102248,0.006,0.025,2600,8.758e-02,0.4919696,0.050409999999999996
102249,0.006,0.025,3000,1.011e-01,0.4917204,0.0207
102250,0.006,0.025,3500,1.180e-01,0.4915205,0.007195
102251,0.006,0.03,600,0.02377,0.5986516,46.85
102252,0.006,0.03,800,0.03217,0.5914109,15.58
102253,0.006,0.03,1000,4.051e-02,0.5878865,6.331
102254,0.006,0.03,1200,4.881e-02,0.5859320,2.9210000000000003
102255,0.006,0.03,1500,6.122e-02,0.5843134,1.068
102256,0.006,0.03,1800,7.360e-02,0.5834271,0.4424
102257,0.006,0.03,2200,9.008e-02,0.5827581,0.15489999999999998
102258,0.006,0.03,2600,1.065e-01,0.5823721,0.05967
102259,0.006,0.03,3000,1.230e-01,0.5821295,0.0245
102260,0.006,0.03,3500,1.436e-01,0.5819350,0.008518000000000001
102261,0.006,0.035,600,0.02891,0.6699926,52.43
102262,0.006,0.035,800,0.03904,0.6633150,17.47
102263,0.006,0.035,1000,4.911e-02,0.6600544,7.1080000000000005
102264,0.006,0.035,1200,5.914e-02,0.6582432,3.282
102265,0.006,0.035,1500,7.414e-02,0.6567416,1.2
102266,0.006,0.035,1800,8.911e-02,0.6559188,0.4974
102267,0.006,0.035,2200,1.090e-01,0.6552975,0.17420000000000002
102268,0.006,0.035,2600,1.290e-01,0.6549389,0.06711
102269,0.006,0.035,3000,1.489e-01,0.6547134,0.02756
102270,0.006,0.035,3500,1.737e-01,0.6545327,0.009581
102271,0.006,0.04,600,0.03483,0.7261576,56.82
102272,0.006,0.04,800,0.04697,0.7201418,18.97
102273,0.006,0.04,1000,5.903e-02,0.7171969,7.723000000000001
102274,0.006,0.04,1200,7.106e-02,0.7155589,3.5669999999999997
102275,0.006,0.04,1500,8.904e-02,0.7141998,1.305
102276,0.006,0.04,1800,1.070e-01,0.7134547,0.541
102277,0.006,0.04,2200,1.309e-01,0.7128917,0.1895
102278,0.006,0.04,2600,1.548e-01,0.7125668,0.07301
102279,0.006,0.04,3000,1.787e-01,0.7123624,0.02998
102280,0.006,0.04,3500,2.085e-01,0.7121986,0.01042
102281,0.006,0.045,600,0.04155,0.7704370,60.29
102282,0.006,0.045,800,0.05596,0.7650793,20.15
102283,0.006,0.045,1000,7.028e-02,0.7624512,8.196000000000002
102284,0.006,0.045,1200,8.456e-02,0.7609880,3.794
102285,0.006,0.045,1500,1.059e-01,0.7597731,1.389
102286,0.006,0.045,1800,1.273e-01,0.7591067,0.5756
102287,0.006,0.045,2200,1.557e-01,0.7586031,0.2016
102288,0.006,0.045,2600,1.841e-01,0.7583123,0.07769000000000001
102289,0.006,0.045,3000,2.125e-01,0.7581295,0.03191
102290,0.006,0.045,3500,2.480e-01,0.7579829,0.0111
102291,0.006,0.05,600,0.04906,0.8055737,63.040000000000006
102292,0.006,0.05,800,0.06600,0.8008240,21.09
102293,0.006,0.05,1000,8.285e-02,0.7984905,8.583
102294,0.006,0.05,1200,9.966e-02,0.7971902,3.974
102295,0.006,0.05,1500,1.248e-01,0.7961101,1.455
102296,0.006,0.05,1800,1.499e-01,0.7955173,0.6031
102297,0.006,0.05,2200,1.834e-01,0.7950693,0.2113
102298,0.006,0.05,2600,2.169e-01,0.7948106,0.08142999999999999
102299,0.006,0.05,3000,2.503e-01,0.7946478,0.03345
102300,0.006,0.05,3500,2.921e-01,0.7945174,0.01163
102301,0.006,0.055,600,0.05736,0.8337057,65.24000000000001
102302,0.006,0.055,800,0.07710,0.8294979,21.849999999999998
102303,0.006,0.055,1000,9.674e-02,0.8274279,8.894
102304,0.006,0.055,1200,1.163e-01,0.8262737,4.119
102305,0.006,0.055,1500,1.457e-01,0.8253145,1.5090000000000001
102306,0.006,0.055,1800,1.750e-01,0.8247880,0.6253
102307,0.006,0.055,2200,2.140e-01,0.8243899,0.2191
102308,0.006,0.055,2600,2.530e-01,0.8241600,0.08443999999999999
102309,0.006,0.055,3000,2.921e-01,0.8240155,0.034679999999999996
102310,0.006,0.055,3500,3.408e-01,0.8238995,0.01206
102311,0.006,0.06,600,0.06645,0.8564539,67.02000000000001
102312,0.006,0.06,800,0.08925,0.8527200,22.459999999999997
102313,0.006,0.06,1000,1.120e-01,0.8508813,9.146
102314,0.006,0.06,1200,1.346e-01,0.8498555,4.237
102315,0.006,0.06,1500,1.685e-01,0.8490027,1.5519999999999998
102316,0.006,0.06,1800,2.024e-01,0.8485345,0.6433000000000001
102317,0.006,0.06,2200,2.476e-01,0.8481804,0.2254
102318,0.006,0.06,2600,2.927e-01,0.8479759,0.08688
102319,0.006,0.06,3000,3.378e-01,0.8478473,0.03569
102320,0.006,0.06,3500,3.942e-01,0.8477441,0.01241
102321,0.006,0.065,600,0.07633,0.8750350,68.47
102322,0.006,0.065,800,0.10247,0.8717119,22.96
102323,0.006,0.065,1000,1.285e-01,0.8700742,9.352
102324,0.006,0.065,1200,1.545e-01,0.8691601,4.333
102325,0.006,0.065,1500,1.934e-01,0.8684000,1.587
102326,0.006,0.065,1800,2.322e-01,0.8679826,0.658
102327,0.006,0.065,2200,2.840e-01,0.8676669,0.2306
102328,0.006,0.065,2600,3.358e-01,0.8674846,0.08889999999999999
102329,0.006,0.065,3000,3.875e-01,0.8673699,0.03651
102330,0.006,0.065,3500,4.522e-01,0.8672779,0.0127
102331,0.006,0.07,600,0.08701,0.8903622,69.67
102332,0.006,0.07,800,0.11674,0.8873943,23.37
102333,0.006,0.07,1000,1.464e-01,0.8859305,9.523
102334,0.006,0.07,1200,1.759e-01,0.8851133,4.412
102335,0.006,0.07,1500,2.202e-01,0.8844335,1.616
102336,0.006,0.07,1800,2.644e-01,0.8840602,0.6701999999999999
102337,0.006,0.07,2200,3.234e-01,0.8837778,0.2349
102338,0.006,0.07,2600,3.823e-01,0.8836147,0.09055
102339,0.006,0.07,3000,4.412e-01,0.8835121,0.03719
102340,0.006,0.07,3500,5.148e-01,0.8834298,0.01293
102341,0.006,0.075,600,0.09847,0.9031243,70.67
102342,0.006,0.075,800,0.13206,0.9004633,23.72
