DSID,gq_scaled,gqd_scaled,mass,width,branching_ratio,cross_section
102343,0.006,0.075,1000,1.655e-01,0.8991501,9.665
102344,0.006,0.075,1200,1.990e-01,0.8984167,4.479
102345,0.006,0.075,1500,2.490e-01,0.8978066,1.641
102346,0.006,0.075,1800,2.990e-01,0.8974714,0.6803
102347,0.006,0.075,2200,3.657e-01,0.8972179,0.2384
102348,0.006,0.075,2600,4.323e-01,0.8970714,0.09193
102349,0.006,0.075,3000,4.989e-01,0.8969793,0.03775
102350,0.006,0.075,3500,5.821e-01,0.8969054,0.013130000000000001
102351,0.006,0.08,600,0.11072,0.9138447,71.51
102352,0.006,0.08,800,0.14845,0.9114492,24.0
102353,0.006,0.08,1000,1.861e-01,0.9102665,9.784
102354,0.006,0.08,1200,2.236e-01,0.9096059,4.534
102355,0.006,0.08,1500,2.798e-01,0.9090561,1.661
102356,0.006,0.08,1800,3.360e-01,0.9087541,0.6889
102357,0.006,0.08,2200,4.109e-01,0.9085256,0.24139999999999998
102358,0.006,0.08,2600,4.857e-01,0.9083937,0.09307
102359,0.006,0.08,3000,5.606e-01,0.9083106,0.03823
102360,0.006,0.08,3500,6.541e-01,0.9082440,0.0133
102361,0.006,0.085,600,0.12376,0.9229242,72.22
102362,0.006,0.085,800,0.16589,0.9207593,24.25
102363,0.006,0.085,1000,2.079e-01,0.9196900,9.885
102364,0.006,0.085,1200,2.498e-01,0.9190926,4.582000000000001
102365,0.006,0.085,1500,3.126e-01,0.9185954,1.6789999999999998
102366,0.006,0.085,1800,3.754e-01,0.9183222,0.6960999999999999
102367,0.006,0.085,2200,4.590e-01,0.9181155,0.24400000000000002
102368,0.006,0.085,2600,5.426e-01,0.9179961,0.09405
102369,0.006,0.085,3000,6.262e-01,0.9179210,0.03864
102370,0.006,0.085,3500,7.307e-01,0.9178608,0.01344
102371,0.006,0.09,600,0.13760,0.9306731,72.82
102372,0.006,0.09,800,0.18439,0.9287090,24.46
102373,0.006,0.09,1000,2.310e-01,0.9277386,9.972
102374,0.006,0.09,1200,2.776e-01,0.9271963,4.622
102375,0.006,0.09,1500,3.474e-01,0.9267449,1.694
102376,0.006,0.09,1800,4.171e-01,0.9264969,0.7023
102377,0.006,0.09,2200,5.100e-01,0.9263092,0.24620000000000003
102378,0.006,0.09,2600,6.029e-01,0.9262008,0.09489
102379,0.006,0.09,3000,6.958e-01,0.9261326,0.038990000000000004
102380,0.006,0.09,3500,8.119e-01,0.9260779,0.013560000000000001
102381,0.006,0.095,600,0.15222,0.9373333,73.34
102382,0.006,0.095,800,0.20394,0.9355449,24.64
102383,0.006,0.095,1000,2.555e-01,0.9346610,10.05
102384,0.006,0.095,1200,3.070e-01,0.9341669,4.657
102385,0.006,0.095,1500,3.842e-01,0.9337557,1.7069999999999999
102386,0.006,0.095,1800,4.613e-01,0.9335297,0.7076
102387,0.006,0.095,2200,5.640e-01,0.9333587,0.248
102388,0.006,0.095,2600,6.667e-01,0.9332599,0.09562000000000001
102389,0.006,0.095,3000,7.694e-01,0.9331978,0.039290000000000005
102390,0.006,0.095,3500,8.977e-01,0.9331479,0.01369
102391,0.006,0.1,600,0.16763,0.9430957,73.78999999999999
102392,0.006,0.1,800,0.22456,0.9414614,24.790000000000003
102393,0.006,0.1,1000,2.813e-01,0.9406534,10.11
102394,0.006,0.1,1200,3.380e-01,0.9402018,4.687
102395,0.006,0.1,1500,4.229e-01,0.9398258,1.718
102396,0.006,0.1,1800,5.078e-01,0.9396192,0.7122
102397,0.006,0.1,2200,6.209e-01,0.9394629,0.24960000000000002
102398,0.006,0.1,2600,7.339e-01,0.9393725,0.09627
102399,0.006,0.1,3000,8.470e-01,0.9393157,0.03955
102400,0.006,0.1,3500,9.882e-01,0.9392701,0.01378
102401,0.0065,0.005,600,0.01159,0.0341003,3.1319999999999997
102402,0.0065,0.005,800,0.01596,0.0331243,1.024
102403,0.0065,0.005,1000,2.026e-02,0.0326609,0.4128
102404,0.0065,0.005,1200,2.451e-02,0.0324072,0.1896
102405,0.0065,0.005,1500,3.086e-02,0.0321988,0.06907999999999999
102406,0.0065,0.005,1800,3.718e-02,0.0320853,0.02856
102407,0.0065,0.005,2200,4.557e-02,0.0319999,0.009982
102408,0.0065,0.005,2600,5.394e-02,0.0319508,0.003842
102409,0.0065,0.005,3000,6.231e-02,0.0319200,0.001577
102410,0.0065,0.005,3500,7.276e-02,0.0318953,0.0005479
102411,0.0065,0.01,600,0.01278,0.1237422,11.36
102412,0.0065,0.01,800,0.01754,0.1205206,3.726
102413,0.0065,0.01,1000,2.224e-02,0.1189853,1.504
102414,0.0065,0.01,1200,2.690e-02,0.1181428,0.6912999999999999
102415,0.0065,0.01,1500,3.384e-02,0.1174499,0.252
102416,0.0065,0.01,1800,4.075e-02,0.1170723,0.1042
102417,0.0065,0.01,2200,4.994e-02,0.1167881,0.036430000000000004
102418,0.0065,0.01,2600,5.912e-02,0.1166245,0.01403
102419,0.0065,0.01,3000,6.828e-02,0.1165218,0.005756000000000001
102420,0.0065,0.01,3500,7.972e-02,0.1164395,0.002
102421,0.0065,0.015,600,0.01475,0.2411235,22.15
102422,0.0065,0.015,800,0.02018,0.2356679,7.2860000000000005
102423,0.0065,0.015,1000,2.555e-02,0.2330543,2.9459999999999997
102424,0.0065,0.015,1200,3.087e-02,0.2316165,1.355
102425,0.0065,0.015,1500,3.881e-02,0.2304319,0.4944
102426,0.0065,0.015,1800,4.672e-02,0.2297857,0.20450000000000002
102427,0.0065,0.015,2200,5.723e-02,0.2292990,0.07152
102428,0.0065,0.015,2600,6.773e-02,0.2290186,0.027540000000000002
102429,0.0065,0.015,3000,7.822e-02,0.2288426,0.01131
102430,0.0065,0.015,3500,9.132e-02,0.2287015,0.003929
102431,0.0065,0.02,600,0.01752,0.3609679,33.15
102432,0.0065,0.02,800,0.02388,0.3540659,10.950000000000001
102433,0.0065,0.02,1000,3.018e-02,0.3507417,4.433
102434,0.0065,0.02,1200,3.643e-02,0.3489082,2.0420000000000003
102435,0.0065,0.02,1500,4.576e-02,0.3473950,0.7453
102436,0.0065,0.02,1800,5.507e-02,0.3465684,0.3085
102437,0.0065,0.02,2200,6.744e-02,0.3459454,0.1079
102438,0.0065,0.02,2600,7.980e-02,0.3455864,0.04156
102439,0.0065,0.02,3000,9.214e-02,0.3453609,0.01706
102440,0.0065,0.02,3500,1.076e-01,0.3451802,0.00593
102441,0.0065,0.025,600,0.02108,0.4688209,43.059999999999995
102442,0.0065,0.025,800,0.02864,0.4613454,14.260000000000002
102443,0.0065,0.025,1000,3.613e-02,0.4577278,5.784999999999999
102444,0.0065,0.025,1200,4.358e-02,0.4557275,2.6670000000000003
102445,0.0065,0.025,1500,5.471e-02,0.4540742,0.9741
102446,0.0065,0.025,1800,6.580e-02,0.4531701,0.4033
102447,0.0065,0.025,2200,8.057e-02,0.4524882,0.1411
102448,0.0065,0.025,2600,9.531e-02,0.4520950,0.05437
102449,0.0065,0.025,3000,1.100e-01,0.4518479,0.02232
102450,0.0065,0.025,3500,1.284e-01,0.4516499,0.007759
102451,0.0065,0.03,600,0.02542,0.5596557,51.400000000000006
102452,0.0065,0.03,800,0.03445,0.5522376,17.07
102453,0.0065,0.03,1000,4.341e-02,0.5486332,6.934
102454,0.0065,0.03,1200,5.232e-02,0.5466361,3.1990000000000003
102455,0.0065,0.03,1500,6.564e-02,0.5449832,1.169
102456,0.0065,0.03,1800,7.892e-02,0.5440785,0.48419999999999996
102457,0.0065,0.03,2200,9.661e-02,0.5433957,0.1695
102458,0.0065,0.03,2600,1.143e-01,0.5430019,0.0653
102459,0.0065,0.03,3000,1.319e-01,0.5427544,0.02681
102460,0.0065,0.03,3500,1.540e-01,0.5425559,0.009321
102461,0.0065,0.035,600,0.03056,0.6336868,58.199999999999996
102462,0.0065,0.035,800,0.04133,0.6266839,19.369999999999997
102463,0.0065,0.035,1000,5.201e-02,0.6232700,7.876999999999999
102464,0.0065,0.035,1200,6.265e-02,0.6213753,3.636
102465,0.0065,0.035,1500,7.856e-02,0.6198053,1.33
102466,0.0065,0.035,1800,9.443e-02,0.6189453,0.5508
102467,0.0065,0.035,2200,1.156e-01,0.6182960,0.1929
102468,0.0065,0.035,2600,1.367e-01,0.6179214,0.07429999999999999
102469,0.0065,0.035,3000,1.578e-01,0.6176859,0.03051
102470,0.0065,0.035,3500,1.841e-01,0.6174971,0.01061
102471,0.0065,0.04,600,0.03649,0.6932013,63.67000000000001
102472,0.0065,0.04,800,0.04925,0.6867739,21.229999999999997
102473,0.0065,0.04,1000,6.193e-02,0.6836321,8.624
102474,0.0065,0.04,1200,7.456e-02,0.6818859,3.9899999999999998
102475,0.0065,0.04,1500,9.346e-02,0.6804378,1.46
102476,0.0065,0.04,1800,1.123e-01,0.6796441,0.6049
102477,0.0065,0.04,2200,1.374e-01,0.6790446,0.21180000000000002
102478,0.0065,0.04,2600,1.625e-01,0.6786986,0.08161
102479,0.0065,0.04,3000,1.876e-01,0.6784811,0.03352
102480,0.0065,0.04,3500,2.190e-01,0.6783067,0.01165
102481,0.0065,0.045,600,0.04321,0.7409083,68.05
102482,0.0065,0.045,800,0.05824,0.7350984,22.72
102483,0.0065,0.045,1000,7.318e-02,0.7322523,9.238
102484,0.0065,0.045,1200,8.807e-02,0.7306688,4.2749999999999995
102485,0.0065,0.045,1500,1.104e-01,0.7293546,1.565
102486,0.0065,0.045,1800,1.326e-01,0.7286340,0.6485
102487,0.0065,0.045,2200,1.622e-01,0.7280895,0.2271
102488,0.0065,0.045,2600,1.918e-01,0.7277751,0.08750999999999999
102489,0.0065,0.045,3000,2.214e-01,0.7275775,0.03594
102490,0.0065,0.045,3500,2.584e-01,0.7274190,0.012499999999999999
102491,0.0065,0.05,600,0.05072,0.7792698,71.57
102492,0.0065,0.05,800,0.06828,0.7740577,23.93
102493,0.0065,0.05,1000,8.575e-02,0.7715001,9.733
102494,0.0065,0.05,1200,1.032e-01,0.7700758,4.505999999999999
102495,0.0065,0.05,1500,1.292e-01,0.7688931,1.649
102496,0.0065,0.05,1800,1.553e-01,0.7682443,0.6835
102497,0.0065,0.05,2200,1.899e-01,0.7677539,0.2395
102498,0.0065,0.05,2600,2.246e-01,0.7674708,0.09228
102499,0.0065,0.05,3000,2.592e-01,0.7672928,0.0379
102500,0.0065,0.05,3500,3.025e-01,0.7671500,0.013179999999999999
102501,0.0065,0.055,600,0.05902,0.8103116,74.42
102502,0.0065,0.055,800,0.07938,0.8056498,24.9
102503,0.0065,0.055,1000,9.964e-02,0.8033589,10.129999999999999
102504,0.0065,0.055,1200,1.198e-01,0.8020823,4.693
102505,0.0065,0.055,1500,1.501e-01,0.8010217,1.718
102506,0.0065,0.055,1800,1.803e-01,0.8004396,0.7121000000000001
102507,0.0065,0.055,2200,2.206e-01,0.7999997,0.2495
102508,0.0065,0.055,2600,2.608e-01,0.7997456,0.09616
102509,0.0065,0.055,3000,3.010e-01,0.7995858,0.0395
102510,0.0065,0.055,3500,3.512e-01,0.7994577,0.013739999999999999
102511,0.0065,0.06,600,0.06811,0.8356291,76.74
102512,0.0065,0.06,800,0.09154,0.8314600,25.700000000000003
102513,0.0065,0.06,1000,1.149e-01,0.8294090,10.459999999999999
102514,0.0065,0.06,1200,1.381e-01,0.8282653,4.846
102515,0.0065,0.06,1500,1.730e-01,0.8273148,1.775
102516,0.0065,0.06,1800,2.077e-01,0.8267930,0.7356
102517,0.0065,0.06,2200,2.541e-01,0.8263986,0.2577
102518,0.0065,0.06,2600,3.004e-01,0.8261707,0.09934
102519,0.0065,0.06,3000,3.467e-01,0.8260274,0.0408
102520,0.0065,0.06,3500,4.046e-01,0.8259125,0.01419
102521,0.0065,0.065,600,0.07799,0.8564539,78.65
102522,0.0065,0.065,800,0.10475,0.8527200,26.36
102523,0.0065,0.065,1000,1.314e-01,0.8508813,10.73
102524,0.0065,0.065,1200,1.580e-01,0.8498555,4.972
102525,0.0065,0.065,1500,1.978e-01,0.8490027,1.821
102526,0.0065,0.065,1800,2.376e-01,0.8485345,0.7549
102527,0.0065,0.065,2200,2.905e-01,0.8481804,0.2645
102528,0.0065,0.065,2600,3.435e-01,0.8479759,0.102
102529,0.0065,0.065,3000,3.964e-01,0.8478473,0.04188
102530,0.0065,0.065,3500,4.626e-01,0.8477441,0.014570000000000001
102531,0.0065,0.07,600,0.08866,0.8737312,80.24000000000001
102532,0.0065,0.07,800,0.11902,0.8703787,26.9
102533,0.0065,0.07,1000,1.493e-01,0.8687265,10.96
102534,0.0065,0.07,1200,1.794e-01,0.8678044,5.077
102535,0.0065,0.07,1500,2.246e-01,0.8670376,1.8599999999999999
102536,0.0065,0.07,1800,2.698e-01,0.8666165,0.771
102537,0.0065,0.07,2200,3.299e-01,0.8662981,0.27020000000000005
102538,0.0065,0.07,2600,3.900e-01,0.8661142,0.1042
102539,0.0065,0.07,3000,4.501e-01,0.8659984,0.042780000000000006
102540,0.0065,0.07,3500,5.253e-01,0.8659057,0.014879999999999999
102541,0.0065,0.075,600,0.10012,0.8881862,81.56
102542,0.0065,0.075,800,0.13435,0.8851670,27.36
102543,0.0065,0.075,1000,1.684e-01,0.8836781,11.15
102544,0.0065,0.075,1200,2.025e-01,0.8828469,5.165
102545,0.0065,0.075,1500,2.534e-01,0.8821555,1.8920000000000001
102546,0.0065,0.075,1800,3.044e-01,0.8817757,0.7845
102547,0.0065,0.075,2200,3.722e-01,0.8814885,0.27490000000000003
102548,0.0065,0.075,2600,4.400e-01,0.8813226,0.106
102549,0.0065,0.075,3000,5.078e-01,0.8812182,0.04353
102550,0.0065,0.075,3500,5.926e-01,0.8811345,0.015139999999999999
102551,0.0065,0.08,600,0.11238,0.9003772,82.68
102552,0.0065,0.08,800,0.15073,0.8976493,27.75
102553,0.0065,0.08,1000,1.890e-01,0.8963033,11.31
102554,0.0065,0.08,1200,2.271e-01,0.8955516,5.239
102555,0.0065,0.08,1500,2.842e-01,0.8949263,1.92
102556,0.0065,0.08,1800,3.413e-01,0.8945828,0.7958999999999999
102557,0.0065,0.08,2200,4.174e-01,0.8943230,0.2789
102558,0.0065,0.08,2600,4.935e-01,0.8941729,0.1075
102559,0.0065,0.08,3000,5.695e-01,0.8940784,0.04417
102560,0.0065,0.08,3500,6.645e-01,0.8940027,0.015370000000000002
102561,0.0065,0.085,600,0.12542,0.9107374,83.63
102562,0.0065,0.085,800,0.16817,0.9082643,28.07
102563,0.0065,0.085,1000,2.108e-01,0.9070434,11.440000000000001
102564,0.0065,0.085,1200,2.533e-01,0.9063614,5.303
102565,0.0065,0.085,1500,3.170e-01,0.9057940,1.9429999999999998
102566,0.0065,0.085,1800,3.807e-01,0.9054823,0.8056
102567,0.0065,0.085,2200,4.655e-01,0.9052465,0.2823
102568,0.0065,0.085,2600,5.503e-01,0.9051103,0.1088
102569,0.0065,0.085,3000,6.351e-01,0.9050246,0.04471
102570,0.0065,0.085,3500,7.411e-01,0.9049558,0.01555
102571,0.0065,0.09,600,0.13925,0.9196048,84.45
102572,0.0065,0.09,800,0.18667,0.9173550,28.35
102573,0.0065,0.09,1000,2.339e-01,0.9162440,11.559999999999999
102574,0.0065,0.09,1200,2.811e-01,0.9156232,5.356999999999999
102575,0.0065,0.09,1500,3.518e-01,0.9151067,1.963
102576,0.0065,0.09,1800,4.224e-01,0.9148229,0.8139
102577,0.0065,0.09,2200,5.166e-01,0.9146082,0.2852
102578,0.0065,0.09,2600,6.107e-01,0.9144841,0.1099
102579,0.0065,0.09,3000,7.047e-01,0.9144061,0.04518
102580,0.0065,0.09,3500,8.223e-01,0.9143435,0.01574
102581,0.0065,0.095,600,0.15388,0.9272452,85.14999999999999
102582,0.0065,0.095,800,0.20623,0.9251919,28.6
102583,0.0065,0.095,1000,2.584e-01,0.9241775,11.66
102584,0.0065,0.095,1200,3.105e-01,0.9236107,5.403
102585,0.0065,0.095,1500,3.886e-01,0.9231389,1.9800000000000002
102586,0.0065,0.095,1800,4.666e-01,0.9228797,0.821
102587,0.0065,0.095,2200,5.705e-01,0.9226836,0.2878
102588,0.0065,0.095,2600,6.744e-01,0.9225703,0.1109
102589,0.0065,0.095,3000,7.783e-01,0.9224990,0.04558
102590,0.0065,0.095,3500,9.082e-01,0.9224418,0.015880000000000002
102591,0.0065,0.1,600,0.16929,0.9338697,85.76
102592,0.0065,0.1,800,0.22684,0.9319896,28.81
102593,0.0065,0.1,1000,2.842e-01,0.9310605,11.75
102594,0.0065,0.1,1200,3.415e-01,0.9305413,5.444
102595,0.0065,0.1,1500,4.273e-01,0.9301091,1.9949999999999999
102596,0.0065,0.1,1800,5.131e-01,0.9298716,0.8272
102597,0.0065,0.1,2200,6.274e-01,0.9296919,0.28990000000000005
102598,0.0065,0.1,2600,7.416e-01,0.9295881,0.1118
102599,0.0065,0.1,3000,8.559e-01,0.9295228,0.04593
102600,0.0065,0.1,3500,9.987e-01,0.9294704,0.016
102601,0.007,0.005,600,0.01338,0.0295416,3.1470000000000002
102602,0.007,0.005,800,0.01842,0.0286922,1.029
102603,0.007,0.005,1000,2.339e-02,0.0282890,0.41469999999999996
102604,0.007,0.005,1200,2.830e-02,0.0280683,0.1905
102605,0.007,0.005,1500,3.563e-02,0.0278869,0.06938
102606,0.007,0.005,1800,4.292e-02,0.0277882,0.02868
102607,0.007,0.005,2200,5.262e-02,0.0277139,0.010029999999999999
102608,0.007,0.005,2600,6.229e-02,0.0276712,0.003859
102609,0.007,0.005,3000,7.195e-02,0.0276444,0.001584
102610,0.007,0.005,3500,8.401e-02,0.0276229,0.0005503
102611,0.007,0.01,600,0.01456,0.1085464,11.559999999999999
102612,0.007,0.01,800,0.02001,0.1056727,3.789
102613,0.007,0.01,1000,2.537e-02,0.1043041,1.5290000000000001
102614,0.007,0.01,1200,3.069e-02,0.1035533,0.7027
102615,0.007,0.01,1500,3.861e-02,0.1029360,0.25610000000000005
102616,0.007,0.01,1800,4.650e-02,0.1025996,0.10590000000000001
102617,0.007,0.01,2200,5.699e-02,0.1023465,0.037020000000000004
102618,0.007,0.01,2600,6.746e-02,0.1022008,0.01425
102619,0.007,0.01,3000,7.791e-02,0.1021093,0.00585
102620,0.007,0.01,3500,9.097e-02,0.1020360,0.002033
102621,0.007,0.015,600,0.01654,0.2150506,22.91
102622,0.007,0.015,800,0.02265,0.2100217,7.53
102623,0.007,0.015,1000,2.868e-02,0.2076152,3.0429999999999997
102624,0.007,0.015,1200,3.466e-02,0.2062921,1.4
102625,0.007,0.015,1500,4.358e-02,0.2052025,0.5106
102626,0.007,0.015,1800,5.247e-02,0.2046083,0.2112
102627,0.007,0.015,2200,6.428e-02,0.2041607,0.07386
102628,0.007,0.015,2600,7.608e-02,0.2039030,0.02844
102629,0.007,0.015,3000,8.786e-02,0.2037411,0.01167
102630,0.007,0.015,3500,1.026e-01,0.2036114,0.004057000000000001
102631,0.007,0.02,600,0.01931,0.3275292,34.89
102632,0.007,0.02,800,0.02635,0.3209454,11.51
102633,0.007,0.02,1000,3.331e-02,0.3177792,4.658
102634,0.007,0.02,1200,4.022e-02,0.3160340,2.1449999999999996
102635,0.007,0.02,1500,5.054e-02,0.3145947,0.7827000000000001
102636,0.007,0.02,1800,6.082e-02,0.3138086,0.32389999999999997
102637,0.007,0.02,2200,7.449e-02,0.3132163,0.1133
102638,0.007,0.02,2600,8.814e-02,0.3128750,0.04363
102639,0.007,0.02,3000,1.018e-01,0.3126606,0.01791
102640,0.007,0.02,3500,1.188e-01,0.3124888,0.006226
102641,0.007,0.025,600,0.02286,0.4321476,46.03
102642,0.007,0.025,800,0.03111,0.4247891,15.23
102643,0.007,0.025,1000,3.926e-02,0.4212341,6.1739999999999995
102644,0.007,0.025,1200,4.737e-02,0.4192700,2.8449999999999998
102645,0.007,0.025,1500,5.948e-02,0.4176474,1.039
102646,0.007,0.025,1800,7.155e-02,0.4167605,0.43019999999999997
102647,0.007,0.025,2200,8.761e-02,0.4160917,0.1505
102648,0.007,0.025,2600,1.037e-01,0.4157061,0.057980000000000004
102649,0.007,0.025,3000,1.197e-01,0.4154639,0.0238
102650,0.007,0.025,3500,1.397e-01,0.4152697,0.008274
102651,0.007,0.03,600,0.02721,0.5228712,55.69
102652,0.007,0.03,800,0.03692,0.5153701,18.48
102653,0.007,0.03,1000,4.654e-02,0.5117313,7.5009999999999994
102654,0.007,0.03,1200,5.611e-02,0.5097168,3.4589999999999996
102655,0.007,0.03,1500,7.041e-02,0.5080504,1.264
102656,0.007,0.03,1800,8.467e-02,0.5071387,0.5235000000000001
102657,0.007,0.03,2200,1.037e-01,0.5064508,0.1832
102658,0.007,0.03,2600,1.226e-01,0.5060541,0.07057000000000001
102659,0.007,0.03,3000,1.416e-01,0.5058048,0.02898
102660,0.007,0.03,3500,1.652e-01,0.5056049,0.01007
102661,0.007,0.035,600,0.03235,0.5986516,63.769999999999996
102662,0.007,0.035,800,0.04379,0.5914109,21.2
102663,0.007,0.035,1000,5.514e-02,0.5878865,8.617
102664,0.007,0.035,1200,6.644e-02,0.5859320,3.9759999999999995
102665,0.007,0.035,1500,8.333e-02,0.5843134,1.454
102666,0.007,0.035,1800,1.002e-01,0.5834271,0.6022000000000001
102667,0.007,0.035,2200,1.226e-01,0.5827581,0.21080000000000002
102668,0.007,0.035,2600,1.450e-01,0.5823721,0.08122
102669,0.007,0.035,3000,1.674e-01,0.5821295,0.03335
102670,0.007,0.035,3500,1.954e-01,0.5819350,0.0116
102671,0.007,0.04,600,0.03828,0.6608116,70.38
102672,0.007,0.04,800,0.05172,0.6540442,23.45
102673,0.007,0.04,1000,6.506e-02,0.6507410,9.521
102674,0.007,0.04,1200,7.835e-02,0.6489066,4.4030000000000005
102675,0.007,0.04,1500,9.823e-02,0.6473860,1.611
102676,0.007,0.04,1800,1.181e-01,0.6465528,0.6673
102677,0.007,0.04,2200,1.445e-01,0.6459237,0.23370000000000002
102678,0.007,0.04,2600,1.709e-01,0.6455606,0.09003000000000001
102679,0.007,0.04,3000,1.972e-01,0.6453323,0.03697
102680,0.007,0.04,3500,2.302e-01,0.6451493,0.012849999999999999
102681,0.007,0.045,600,0.04500,0.7114587,75.78
102682,0.007,0.045,800,0.06070,0.7052510,25.279999999999998
102683,0.007,0.045,1000,7.631e-02,0.7022142,10.27
102684,0.007,0.045,1200,9.186e-02,0.7005257,4.754
102685,0.007,0.045,1500,1.151e-01,0.6991250,1.739
102686,0.007,0.045,1800,1.383e-01,0.6983572,0.7206
102687,0.007,0.045,2200,1.693e-01,0.6977771,0.2524
102688,0.007,0.045,2600,2.002e-01,0.6974423,0.09726
102689,0.007,0.045,3000,2.311e-01,0.6972318,0.03995
102690,0.007,0.045,3500,2.697e-01,0.6970630,0.013890000000000001
102691,0.007,0.05,600,0.05251,0.7527252,80.17
102692,0.007,0.05,800,0.07074,0.7470898,26.78
102693,0.007,0.05,1000,8.888e-02,0.7443277,10.89
102694,0.007,0.05,1200,1.070e-01,0.7427906,5.04
102695,0.007,0.05,1500,1.340e-01,0.7415146,1.845
102696,0.007,0.05,1800,1.610e-01,0.7408149,0.7644000000000001
102697,0.007,0.05,2200,1.970e-01,0.7402861,0.2678
102698,0.007,0.05,2600,2.329e-01,0.7399808,0.1032
102699,0.007,0.05,3000,2.688e-01,0.7397888,0.04238
102700,0.007,0.05,3500,3.137e-01,0.7396349,0.01474
102701,0.007,0.055,600,0.06081,0.7864772,83.77000000000001
102702,0.007,0.055,800,0.08184,0.7813876,28.01
102703,0.007,0.055,1000,1.028e-01,0.7788893,11.399999999999999
102704,0.007,0.055,1200,1.236e-01,0.7774978,5.276
102705,0.007,0.055,1500,1.549e-01,0.7763422,1.9309999999999998
102706,0.007,0.055,1800,1.861e-01,0.7757082,0.8004
102707,0.007,0.055,2200,2.276e-01,0.7752290,0.2804
102708,0.007,0.055,2600,2.691e-01,0.7749523,0.1081
102709,0.007,0.055,3000,3.106e-01,0.7747783,0.044390000000000006
102710,0.007,0.055,3500,3.625e-01,0.7746388,0.01544
102711,0.007,0.06,600,0.06990,0.8142466,86.72
102712,0.007,0.06,800,0.09400,0.8096587,29.03
102713,0.007,0.06,1000,1.180e-01,0.8074038,11.81
102714,0.007,0.06,1200,1.419e-01,0.8061471,5.47
102715,0.007,0.06,1500,1.777e-01,0.8051030,2.003
102716,0.007,0.06,1800,2.135e-01,0.8045300,0.8301
102717,0.007,0.06,2200,2.611e-01,0.8040968,0.2909
102718,0.007,0.06,2600,3.088e-01,0.8038467,0.1121
102719,0.007,0.06,3000,3.564e-01,0.8036894,0.04604
102720,0.007,0.06,3500,4.158e-01,0.8035632,0.01601
102721,0.007,0.065,600,0.07978,0.8372529,89.17
102722,0.007,0.065,800,0.10721,0.8331168,29.87
102723,0.007,0.065,1000,1.345e-01,0.8310818,12.16
102724,0.007,0.065,1200,1.618e-01,0.8299470,5.632
102725,0.007,0.065,1500,2.026e-01,0.8290039,2.062
102726,0.007,0.065,1800,2.433e-01,0.8284862,0.8549
102727,0.007,0.065,2200,2.976e-01,0.8280948,0.2995
102728,0.007,0.065,2600,3.518e-01,0.8278687,0.11549999999999999
102729,0.007,0.065,3000,4.061e-01,0.8277266,0.04742
102730,0.007,0.065,3500,4.739e-01,0.8276125,0.01649
102731,0.007,0.07,600,0.09045,0.8564539,91.22
102732,0.007,0.07,800,0.12148,0.8527200,30.57
102733,0.007,0.07,1000,1.524e-01,0.8508813,12.45
102734,0.007,0.07,1200,1.832e-01,0.8498555,5.767
102735,0.007,0.07,1500,2.294e-01,0.8490027,2.1119999999999997
102736,0.007,0.07,1800,2.755e-01,0.8485345,0.8755000000000001
102737,0.007,0.07,2200,3.370e-01,0.8481804,0.3068
102738,0.007,0.07,2600,3.984e-01,0.8479759,0.11829999999999999
102739,0.007,0.07,3000,4.598e-01,0.8478473,0.048569999999999995
102740,0.007,0.07,3500,5.365e-01,0.8477441,0.016890000000000002
102741,0.007,0.075,600,0.10191,0.8725983,92.94
102742,0.007,0.075,800,0.13681,0.8692202,31.16
102743,0.007,0.075,1000,1.716e-01,0.8675554,12.690000000000001
102744,0.007,0.075,1200,2.063e-01,0.8666264,5.88
102745,0.007,0.075,1500,2.582e-01,0.8658538,2.154
102746,0.007,0.075,1800,3.101e-01,0.8654296,0.8928999999999999
102747,0.007,0.075,2200,3.793e-01,0.8651087,0.3129
102748,0.007,0.075,2600,4.484e-01,0.8649234,0.12060000000000001
102749,0.007,0.075,3000,5.175e-01,0.8648068,0.04954
102750,0.007,0.075,3500,6.038e-01,0.8647133,0.01723
102751,0.007,0.08,600,0.11416,0.8862713,94.39
102752,0.007,0.08,800,0.15320,0.8832072,31.66
102753,0.007,0.08,1000,1.921e-01,0.8816963,12.9
